product_name,reviewer,review_date,review_text
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,,5/7/2020,"Our frame was delivered within three days. I bought the queen sized, so it came with two pieces. The box is quite large, but easy to move. My husband pulled them out and set them up with ease. I did notice that one of the frames had a bend in the middle of it. However, once the matress is on top you can't feel it. Hopefully, it won't cause any issues later on. They were very easy to put together. The height of the frame is perfect, it isn't too tall or too short (I'm 5'2""). The space underneath can come in handy as well. If you're looking for a frame that is sturdy, reasonably priced, and easy to use, this is the one for you! It holds myself, my husband, our kids, and even our big dog (husky/shepherd mix).  Even though it had a dent in it, ..."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,CARISSA,4/8/2020,I usually don't write reviews but this frame is awesome! Very very sturdy even with a memory foam mattress. So easy to put together (less than 5 minutes) and so much space underneath for storage. So glad I made this choice and you won't be disappointed!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Eden,7/21/2019,"Originally i bought the 14"" Zinus from Amazon bc Walmart didn't show for platform bed frame when i searched.  I got the Zinus 14"" and it was great but this one is fantastic! Its the little details that make a huge difference!!!  I returned the other one bc i needed 2"" more space but if you look at the 2 brands the zinus has the supporting braces folding inward at a 45Â° angle taking up the storage space.  The mainstay one has the braces folding outward at maybe a 22.5Â° angle which gives you more space. The extra 4"" in height,  more vertical space under bc the support bracebut plus it was way easier to put together and let's not forget that it was much cheaper! I'm so HAPPY with this buy. If you feel stressed bc you need more space and the cl..."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,JoeswifeErin,7/3/2020,I bought this bed frame about a week ago. It was delivered very fast and was so simple to set up! I waited until we slept on it for at least a week before giving my review. I LOVE this bedframe! we bought it in hopes of helping make our bed more comfortable because the basic metal bedframe with box spring was making both my husband and I wake up with our backs hurting bad. It was so bad that we weren't sleeping thru the night anymore. So I started researching bedframes and if getting rid of the box spring and using a platform frame would help and decided to try it. It really worked and we have been sleeping great for a week now! I can't believe how much of a difference there is! If you are looking into changing your bedframe and need someth...
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,momof2,4/29/2020,I bought this bed frame for my six-year-old he has a very small room he had a twin bed frame in his room that was boxy that had the two drawers in it and it just took up so much room he needed something that we could still put storage in and yet not take up much room so we bought this rain it actually came a few days early and I had no idea I was so excited I was able to put this together by myself it just unfolded and it looks great his bed just light a little bit which is not a huge concern we did not need a box frame for this his bed still sits up high he's able to get up and down no problem and I like that it actually looks like it has holes where I wanted to put a headboard on it I could I will look into that and update later on but I ...
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,KiPe,3/9/2020,This bed is amazing. I took the doors off my closet to fit this bed inside to make my room look bigger. I love this. Heavy as all get out but worth it. Keep your box spring if you want your bed to sit up higher. My bed is now 29 inches off the ground. (Bed in a bag from Walmart as well $50)
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Debbie,6/10/2020,"I like this bed frame, it was very easy to put together.  I would not think that 18"" would be that tall, but with the mattress on the frame it was just a couple of inches above my night stand.  There are 2 twin size frames that are attached by screws, just don't tighten them up to much as there are 2 sets of screws on the middle of the frame that match up when side x side,  and one frame will be higher than the other by about 1/2"".    I did have to take a hammer to knock one side down to get them even."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,StephanieD,8/9/2019,"OmG! So glad I bought this! I need beds fast for my kids and didn't have a lot money to squeeze it in my budget and they didn't want bunk beds so I bought 2 and they are great. They were delivered and I brought them in the house, opened the boxes and had both of them set up in less then 5 minutes! The kids are happy I'm happy so I would definitely recommend them. My only concern is that the mattress does slide so I will add a pool noodle or something to put around the edge so the kids don't hurt themselves getting on or if the bed"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,RACHEL,5/20/2020,I'm so happy that I chose this option instead of buying a frame along with the boxsprings which is more costly. I am a bargain shopper so I am satisfied and it does the job!!! I ordered a twin and 2 queens and my family can sleep better and if you move often this comes into handy/helpful. Set up was easy and saved over a few hundred by shopping these on the app at walmart.com!! Other places want to rip  you off seriously.  The only thing is every here and there I stub my toes or run into the bars lol. That's the only difference just be careful but other than that I recommend!!!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Sggyn,7/7/2020,"I wished that this had worked for me bc it really would have been something I was looking for. It snapped on the 2nd day and snapped again in 5-6 days. The thin wires are fragile so I might need to find myself a wooden board to support it. good thing about it is, is that its convenient. When it arrives, you just unfold it and use 2 screws that comes with it. Is it worth it? Maybe for something very light who doesnt move around too much.. would I purchase this again..if the wires were way thicker and enough for supports..yes! My recommendation to this brand is to make the wires thicker. New"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,heather,11/15/2021,"I LOVE IT! My kids will be able to put bins of toys under their bed and also we are moving soon and I'm so thankful to not have to drag a mattress, bowstring, AND regular frame. This platform just folds in half so easily and is convenient and simple. I'm actually going to order one for my other daughter who wanted a loft bed till she saw her sister's platform bed and loved it! â™¡"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Jessica,2/23/2022,"I bought the white 18"" frame. It was super easy to set up and only took about 10 minutes. My 10 year old son wanted a ""tall"" bed and this bed is definitely tall! So tall that he made a fort underneath and him and his brother hangs out under it. they put lights and everything down there! definitely recommend! not only for kids but for adults too. its got a good sturdy frame and the legs lock into place. it doesnt creak or make any sounds either."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Veronica,7/28/2020,"I ordered a queen size, its too big for my Queen bed! Bed slides all over the place and there is extra space in both sides!"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Jonas,9/8/2020,Just awed by this item. Better and cheaper than the ones I already have. Ordering another one! Thank you for this product!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Deb,3/8/2021,"Better looking that it looks online

Little squeaky, but took 3 minutes to set up and works great.  

Good deal for the $"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Marlena,12/23/2020,Received today 12/23/20 opened box and product damaged. Looks nice and woolook better without damage.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Crystal,8/5/2020,Love the height. BUT i did not purchase anything refurbished. I am confused as to why there's a scratch and rust spots all over?
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Kayla,3/25/2022,I love it! It took like maybe 15 minutes to set up. It's super sturdy too! Can't really see it in the pic but it's there. :)
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,keaghlan,7/12/2020,Very easy to assemble especially if you want to use it for guest purposes folds up wasy and can store it in small s p.o ace while not using it@
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Marcille,11/12/2020,"Very easy, assembly. Im temporarily using a best way, twin size air mattress and it did not bust or leave a slow leak."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Rebecca,9/30/2020,Same! bought this for myself and ended up buying one for my son and my daughter! You will not regret this decision!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Amarachi,1/24/2021,I wanted to replace my old bed with a new one and I am surprised by how good this one is. It is very sturdy and the white blends in with my room
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Rebecca,9/30/2020,I love love love these! I first got one for my king bed. I just redid my sons room and he loves his! You won't regret this bed frame! LOVE IT!!!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,saintsfan2010,11/4/2020,"This frame is sturdy, no assembly and a great product for the money!  Bought 6 for an independent living facility and will buy more as needed."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,william,1/2/2021,Perfect height for wife and myself! Easy to put together.  Lots of room underneath. Love it!! Holds mattresses still and no squeaks....
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Allyson,10/29/2020,The frame had a dent in it.  So far it hasn't affected the way the mattress fits on it. It's extremely easy to assemble.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,kandi,1/16/2021,Set up was super easy. It sleeps amazing. Its very high so lots of storage space. I love it! And was also shipped and delivered fast. Very fast
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Angelica,1/20/2022,Not sure if the middle legs are supposed to be floating like this. It seems to not fully extend and so the legs don't touch the ground. Will try for  a few nights
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Melissa,3/2/2022,"There are a few burrs on the frame, that may snag the mattress. You may consider a barrier between the frame and the mattress, Easily assembled for use. This was a good deal and I am very pleased with the product."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,RITA,3/2/2022,Thought it was a Rolla away bed. does not fold. Though mattress came with. Knew it was only frame when saw box came in it fold up frame. No mattress can be storage away in frame.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Dana,3/8/2022,i GOT THIS AS  A EXTRA BED FOR MY DAUGHTERS GUEST WHEN THEY COME OVER!! KIDS LOVE IT AND WE JUST LEAVE IT OUT AS EXTRA SEATING IN HER BASEMENT ALSO!! VERY VERY EASY TO ASSEMBLE AND IT CAME VERY FAST
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,AMS04,12/27/2021,"I am so glad I had read some of the reviews that talked about the rough metal where it's welded together before I put my brand new mattress on this frame. The metal wires are welded across the entire frame and about half of them are super rough and sharp. I threw a light blanket over it and it caught the blanket everywhere and started destroying it. Imagine if I had tried to put a 100 pound mattress over it, it would have destroyed the mattress with the slightest movement. I don't care that the frame is only $89, it's not worth it. It's going back."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,KB,1/15/2022,"FANTASTIC frame. We now have two and are waiting on the third. LOVE the storage underneath. Fits 4 huge sterilize tubs and 4 of the smaller ones. You unfold the frame like the vintage 1980s lawn chairs. Open each side, legs click, flip it over. Attach two sides with bolts, and you are done! Super sturdy."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,,12/17/2021,"Purchased the queen size 14 inch frame, LOVE IT!!! It took me longer to log off my old sleigh bed frame pieces,than to to set this up and add my 14 inch mattress on top. The box is 51 pounds so I cut it free and took one piece at a time, joined both side and connected with 2 included screws and DONE :). I was planning to keep my old bed box to add a barrier between the bed and the metal but it would made it way to high so it had to go. In conclusion my the 14 inch Lucid bed and this bed frame is just perfect. I'm extremely happy it was tools free, so I highly recommend this product."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Toya,1/23/2022,"Gets the job done, but there are some features that I thought were included by design but aren't. First, the mattress sits on top of the frame with no grooves to hold it in place. Second, the bottom legs are positioned so that you can't use a bed skirt to hide the frame. This frame is best for a temporary sleep arrangement."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,gkb46,1/8/2022,"It is a sturdy frame.  We used it with a blow up Twin size mattress.  We did have to secure it down because it was a little slippery, but with a regular mattress it would probably be fine. It  has a good height to it.  It worked out well for us with Holiday visitors using it."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,,1/25/2022,"I purchased another frame at Big Lots for $50 more. Returned and bought this more affordable model. No tools required for set up. This was perfect for my son's bed. Doesn't squeak or make noise under heavy weight, which is a problem with several other metal bed frames. 

The only con - does not come with attachment to add a headboard."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Jenny,12/30/2021,I purchased the Full and it was so Easy to assemble! Im a 33 year old mother of 3 and it did it in 10 min because of the unwrapping and unboxing. No tools required comes with everything you need which is 2 nails they provide hold the frames together.  My 8 year old and 3 year old have been bouncing on it. Seems sturdy . Purchased the highest one. I also bough LINEN SPA 8 INCH MEMORY BED FROM WALMART THAT IS GOOD QUALITY TOO.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,KB,1/15/2022,"FANTASTIC frame. We now have two and are waiting on the third. LOVE the storage underneath. Fits 8 of the totes we have. You unfold the frame like the vintage 1980s lawn chairs. Open each side, legs click, flip it over. Attach two sides with bolts, and you are done! Super sturdy."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,CJR2,12/16/2021,"Very rickety. Makes metal squeaky sound when you roll over. It's designed to fold up, so the whole thing rocks lengthwise. Not stable at all. It started out okay, but after 4 months, putting the mattress on the floor was a much better option. Plus, metal cross bars started to bend toward the floor."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,,12/8/2021,"The first bed frame I bought was great and easy to assemble in two minutes flat but this bed frame can be felt through the center of the bed. Easier to buy another frame than lug the heavy item out of the house as I will never buy some items from Walmart again bc they are sent poorly and damaged like an RCA TV, never again."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,ktc,11/28/2021,"This frame is very sturdy and it has significant weight to it.  It took about 2 seconds to set it up---2 clicks of the legs and it was up.  If you have to set it up upstairs, I recommend 2 people, but I managed to get it up there myself with a lot of effort.  I intend to use an Aerobed on it.  There doesn't appear to be any sharp parts on it that would puncture the Aerobed, but I think I'll put down a throw over the frame just in case.  I don't see any flaws in the powder coated paint.  I don't think you'll be disappointed in this frame and I recommend it highly"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Romaurya,12/30/2021,"I love this bed! Its easy to assemble, all you have to do is screw both of the bed frames together and your done way to simple, its 10 year old work. it doesn't rock or squeak, or slide its really stable i have an king size and its perfect and its also foldable to travel this bed is amazing!"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Jannette,6/21/2020,This is the best bed frame I've had ever.  You can store large bins under it. It's sturdy and holds my weight which is over 250lbs. So far so good. I'd recommend it.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Sanimom,7/6/2016,Really easy to assemble. It took only 10 min to assemble 2 frames. I did not expect the frame to be sturdy but it is very durable. There is more room to store boxes underneath the bed frame. I totally recommend this product!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Kevin,6/19/2020,"I purchased this to put under my new Purple mattress that required a bed frame with a 600  pound weight limit.  I am very pleased with what I got, it looks great in white and allows for a lot of storage underneath."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,JamaicaBride08,11/24/2021,Bought this frame for my RV sized queen mattress. The full size worked great with a couple modifications to make it slightly wider. Great height for storage underneath!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Nene,1/16/2021,Perfect and easy very high of the floor no tools required just open it up and it's done!! Love it!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Martha,8/7/2020,Nice and very easy to put up exactly what I needed.  My son has two and is very pleased with his
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Sharon,3/29/2021,Finally used for the first time
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,ladybugs,1/12/2021,I loved how easy it was to put up in my room
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Karenwantsthemanager,7/20/2020,Sturdy and perfect for twin bed
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,annette,12/9/2020,it hold the queen size matters i already have and it stand as high as i need it to
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Swetha,11/29/2020,Very stong bed for the price
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,kaylah,3/11/2021,Love love love this bed. Great price
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Carmen,9/17/2020,"Well constructed, easy setup. I recommend this product."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Beata,11/27/2020,"Frames are uneven, though I tried to push it down, it comes up.."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Hope,1/21/2021,"So far We love this bed frame, it's only been a couple weeks but I like it,"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Barbara,2/26/2022,"Love this product. Is sturdy and like the color. Price not bad, and shipping was fast!"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Jacques,3/27/2021,Just amazing! Sturdy and easy to assemble and fits perfect! No need for wood box spring anymore!!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Veronica,9/10/2020,"I'm 63 yrs old and I put this frame together on my own , I love how easy it was to set up."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Muhammad,3/10/2022,portable and great for the price
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Miranda,7/13/2020,My frames came uneven! Impossible to set up together. I want my money back
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,SmidgetBC,2/12/2022,"Out of the box an dready for the mattress in 5 minutes. Good and sturdy. The description didn't tell weight capacity, my mattress is heavy and I'm no little girl lol. But it worked out. Would recommend."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,1HappyCustomer,1/29/2022,I purchased the bedframes with the LxWxH to accommadate my mattress however the measurements did not match. The bedframe was too small. Had to return them. :-(
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Elaine,2/3/2022,"Was disappointed  in quality,  was bent when I  received it.  It was bowed in the middle and would not sit on floor with all 4 legs on ground. I had throw away the box or I would have sent it back. I don't feel it's safe to use"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Joyce,2/11/2022,I liked this so much! My recent purchase was my second one. The first one was a reg. twin. (this one was a extra long twin).  Very easy to set up - assembly!
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Nakei,2/3/2022,I love the height of this and it's sturdy. Because of the height I'm able to easily store items under the bed. Allowing for no wasted space in a already small room.
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Mary,2/5/2022,why ask to return as i declined driver sent back i dont how this happened i ordered 1and you sent 2 i cant shop online any more im 90 and this was hard on me
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Nettie,2/23/2022,"Sturdy and way quieter than the wood box spring I had, silent actually. Sits a nice height and fit perfectly in my queen bed set. I measured before ordering because I broke the wood slats that my bed frame originally came with. Perfect replacement"
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,mojo12,3/20/2017,"Purchased this along with another Walmart brand twin foam mattress for my tiny studio apartment to create a daybed/sofa look. It has worked out PERFECT. What I love is I have tons of space underneath it (perfect height) for storage and so I've placed 6 printer paper boxes full of my stuff underneath, added a sheet to cover everything and now have a great ""sofa"" with tons of storage underneath. It's incredibly sturdy as I've had as much as over 200 lbs on one side and no creaking or noises of giving way. And it doesn't slide (it sits on laminate hardwood floors) but still light enough to move around if I need to get to the boxes underneath. Great quality product for this price. I am over the moon how happy I am with this purchase. So much be..."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,angela,2/24/2017,It's just the right size and it's strong a enough to hold my weight of 250lb. It's so easy to put up thinks to it being folded in have and not in parts. All I had to do is unfold and Snape the legs up and put were I needed it and I was done. It's a lite heard to tack out the box being that the box flabs are glued to gather and taped but that's OK because its more protect that way. It's a still frame  / platform frame .
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Momoffourallundersix,8/17/2016,"We bought two of these frames to replace bunk frames with wooden slats. We were concerned our 79 pound 4 year old would jump on and break the weak slat system. Not only were these easy to set up (no tools required), but they are stronger and more reliable than bunks that were ridiculously priced. The best part was that this purchase was intended to be temporary, but ended up being exactly what we needed to begin with."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Rachel,7/18/2016,"I really like this better than a box spring, because it is cleaner than something upholstered. It can be easily wiped down.
I like that the openness creates under-bed storage. Although another brand had a taller space underneath.
I know it will be good for moving about, whether to a different wall, room, or home. It is light-weight, but sturdy. 
One thing I'm not crazy about is the way the mattress slides a bit. There is nothing to hold it in place. However, all it ever needs is a push in the opposite direction."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,Flybuuy,9/5/2016,"I bought the twin size frame as I needed a mattress and frame for a six month stay away from home.  I went to the local Walmart store and bought the twin size Simmons Studio Collection foam mattress, which I love, but had to order this frame via mail.  The frame is solid and well constructed and folds up nice and flat for easy storage.  I am 6' and 175 pounds and the frame makes no sound when I sit on the bed or roll at night.  It supports the mattress completely and I like the space it provides below for storage.  Highly recommended.  When I return home I shall take this with me as it will fit in my car."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,dmschan,8/2/2016,"Needed an inexpensive bed in short order for college-age son.  This bed frame proved to be sturdy and easy to set up and was 200 times better than the bed he had in his dorm room last year.  And when he's done with it, it will make a great guest bed.  It can be folded for storage and when needed an air mattress could be inflated and placed on it."
Mainstays 14 High Profile Foldable Steel Twin XL Platform Bed Frame White,booboobooboo,6/10/2016,"Lite weight strong , doesn't make any noise !
unfold and two bolts . and its together .
Great height ten inch storage 5 feet deep space to use .
two adults about 175 each sleep on it , so it handles the weight and movement of sleep ! 
perfect for breathable need mattress !"
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,CreateFirst,1/5/2015,I was pleasantly surprised with the quality of this camera. It is a great deal considering how reasonable the price was. It is good for beginners; not too complicated to learn. It takes great pictures as well. I wish it came with it's own memory card though. Having to make an additional purchase was not something I thought I'd have to do.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,NikNaxCutsNCrafts,12/25/2018,This camera was purchased for our teenage daughter who was interested in photography. We didn't want to make too big of an investment but still wanted a quality item and we got it! Would recommend!
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,JB23z,2/26/2022,"In my work as an architect I use my Sony to photograph sites for new projects, interiors for my remodeling projects and to record progress of construction.  The camera is light weight, fits in my pocket, rugged and produces high quality photographs in very different lighting conditions.  I love it!"
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,whales352,9/26/2014,This camera is everything I expected it to be and then some. With the 20.1 megapixels it takes beautifully clear pictures pure and simple. Best buy for my money.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,vanessa6297,2/15/2022,The camera is a nice compact size. I purchased this as a replacement for another camera. I liked the easy-to-use design. The menu is easy to navigate. The auto-focus can be a bit tricky but I've only used the camera a few times since I purchased it. The optic zoom is very clear. The video and audio quality are also good. This would be a great camera when on the go due to it's portability. I will add that depending on your ISO settings or lighting/environment you may need to adjust your image settings to capture the best picture.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Mick9,3/28/2015,"Bought this little Sony point and shoot to take on vacation to Ireland. It worked flawlessly. I really enjoyed that it fit in my pocket and that it is extremely lightweight. I previously carried my Canon on all trips and it was constantly in the way when not in use. Does it take as good photos as my Canon, no, but the pictures are good enough for vacation pictures."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,benjamin,12/28/2020,"No complaints about the camera.

Was not sent the cleaning kit.
Was sent different brand items then the picture.  The camera case they sent is too big for just the camera and too small for the camera and the cleaning supplies. 

Also, there is no regular USB port on the camera, so I have no idea why this package has a USB card."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,sagg99,3/12/2022,"I just purchased this camera, I'm not sure I will keep it"
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Mark,12/2/2021,The price was good for the camera and accessories. I did the initial setup on the camera and took a couple of photos. Seemed to function well. I had charged the battery and put the camera away. Next time I attempted to turn on the camera it would not work. Once again charged overnight. Still does not turn on or work.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Marine1955,3/19/2022,I got this about three and I'm not happy at all with it.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,FormerCybershotfan,3/15/2015,"This DSC-W800 is the third Sony Cybershot camera I've purchased. The first one lasted years with great results, but the second one (a DSC-W330) had to be sent back within months for developing a streaky line that ran through the screen. It was repaired by Sony at no cost, but then within a year was useless because the retractable lens stopped working. Now this DSC-W800 has developed the same sort of streak through the viewing screen and has been returned to Sony for repair - no word yet on the outcome, but to be honest, I can't recommend Sony Cybershot due to the unreliability, even though I have taken thousands of great pictures with Sony cameras. I just bought a new GE X400 today, which does not have the retracting lens and I'm hopeful th..."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,BobinNH,3/1/2015,A lot of nice features for the price and convenience of tucking away in the jacket pocket for skiing without taking the more expensive camera out in the wild. Negatives are the cold affecting battery life but can be expected in most cameras. Like it !!
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,awone,3/28/2015,"My cell phone has the same specs and is much better. I only bought the camera because I figured it would be better than my cell. I took both on trip and my cell pics were far better. Also, when creating videos the camera creates additional support files for each video which must be kept with the video for it to play. yuck."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,DrLove,1/19/2015,"So easy to use, small and inexpensive. Got it for my wife to use in her work. Really like the wide angle setting. It takes multiple shots in succession when she needs to shoot an entire room. Just hold down the button and move slowly from left to right. It takes 5 views."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Feraltamer,4/24/2020,"Seems the camera needs to be braced against something so the image doesn't end up blurry. Looked on the camera menu for image stabilization. No go. Looked on the help guide, still nothing. My Kodak easyshare (rest its soul) did much better than this. Flash is too bright, and washes out subject."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,jibber,1/6/2015,Does a good job of taking photos. Wish the optical zoom was a bit stronger but overall I am very satisfied.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,pmreichold,4/4/2018,"I've missed it. I love this camera. I can see the view screen clearly in the bright FLorida sun. The controls are easy to access. I can adjust shooting mode and settings easily.  The shutter release and the zoom switch are right where they need to be. It works well for 99% of shots with the Intelligent Auto setting.  I can adjust exposure, white balance and sensitivity (Iso) easily and qucikly for the rest. I can set the timer to a variety of settings. It takes outstanding shots in all lighting conditions from bright sunlight to moonless night.  I have essential tremors, so there will be some movement. It compensates for my shakiness amazingly well- no blurred images from camera shake. IF you're not stupid enough to move the camera while sh..."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,hebotrout,12/12/2017,"Quality looks great once you can figure out how everything works. Instructions are woefully inadequate on how all the buttons and functions work. Not clear how or when the shutter button works, ended up with a dozen shots when thought was getting one. I think it is a great little digital toy, but you need to clarify usage instructions."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,charleen,8/21/2015,Just what I need - small compact and does the job. Thank yo.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,shannan,11/1/2021,"excellent camera 
great pictures"
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Ruth Anne,9/6/2021,I love the camera and the ease of taking pictures.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Stonebreaker,4/2/2021,I bought this in 2018 I thought this was the top of the line it's so bad iPhone 6s has a better camera
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,mlee,3/28/2015,"For an inexpensive camera to take on vacations, this works great. It's small and lightweight, and takes good photos."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Nadia64,2/18/2015,For the overall appearance and the price the camera it is priced very well and easy to use. I would recommend it.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,grammie113,1/8/2015,"I'm 74 and I don't need a camera with a lot of bells and whistles. This camera is great, just point and press the button. Thanks Sony and my Son."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,naturelover38,7/9/2017,The camera is easy to figure out and use. It's taking me forever to figure out how to download pictures to my computer. The directions are essentially limited to saying that it can be done. The rest is online and very confusing.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Lee72,2/9/2020,I received this as a gift because I accidently left my 8 yr old Sony on the plane and still waiting to hear if it was found. My sister & Brother in law in Florida whom I was visiting bought it for me.
